Function                                                                                                                                                         CPU Time  CPU Time:Effective Time  CPU Time:Spin Time  CPU Time:Spin Time:Imbalance or Serial Spinning  CPU Time:Spin Time:Lock Contention  CPU Time:Spin Time:Other  CPU Time:Overhead Time  CPU Time:Overhead Time:Creation  CPU Time:Overhead Time:Scheduling  CPU Time:Overhead Time:Reduction  CPU Time:Overhead Time:Atomics  CPU Time:Overhead Time:Other  Module           Function (Full)                                                                                                                                                                                                                                                                                                                                                                                                            Source File     Start Address
operator*                                                                                                                                                          0.210s                   0.210s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           operator*(double const&, tVect const&)                                                                                                                                                                                                                                                                                                                                                                                     myvector.inl    0x4649b9     
LB::getX                                                                                                                                                           0.180s                   0.180s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           LB::getX(unsigned int const&) const                                                                                                                                                                                                                                                                                                                                                                                        LB.cpp          0x4512c0     
[OpenMP worker]                                                                                                                                                    0.180s                       0s                  0s                                               0s                                  0s                        0s                  0.180s                           0.180s                                 0s                                0s                              0s                            0s  libgomp.so.1     gomp_thread_start                                                                                                                                                                                                                                                                                                                                                                                                          team.c          0x1dc70      
gomp_barrier_wait_final_start                                                                                                                                      0.180s                       0s              0.180s                                           0.180s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     gomp_barrier_wait_final_start                                                                                                                                                                                                                                                                                                                                                                                              bar.h           0x20964      
LB::updateEnergy                                                                                                                                                   0.160s                   0.160s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           LB::updateEnergy(double&)                                                                                                                                                                                                                                                                                                                                                                                                  LB.cpp          0x4505c0     
div                                                                                                                                                                0.160s                   0.160s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libc.so.6        div                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]       0x3a220      
do_spin                                                                                                                                                            0.160s                   0.160s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     do_spin                                                                                                                                                                                                                                                                                                                                                                                                                    wait.h          0x20c40      
func@0x4034d0                                                                                                                                                      0.150s                   0.150s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           func@0x4034d0                                                                                                                                                                                                                                                                                                                                                                                                              [Unknown]       0x4034d0     
std::vector<node*, std::allocator<node*>>::reserve                                                                                                                 0.147s                   0.147s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::vector<node*, std::allocator<node*>>::reserve(unsigned long)                                                                                                                                                                                                                                                                                                                                                          vector.tcc      0x44f6fc     
std::map<unsigned int const, node, std::less<unsigned int const>, std::allocator<std::pair<unsigned int const, node>>>::operator[]                                 0.140s                   0.140s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::map<unsigned int const, node, std::less<unsigned int const>, std::allocator<std::pair<unsigned int const, node>>>::operator[](unsigned int const&)                                                                                                                                                                                                                                                                    stl_map.h       0x45c790     
node::addForce                                                                                                                                                     0.120s                   0.120s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           node::addForce(tVect const&)                                                                                                                                                                                                                                                                                                                                                                                               node.cpp        0x464610     
std::pair<unsigned int, node>::pair<unsigned int const&, node&, (bool)1>                                                                                           0.111s                   0.111s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::pair<unsigned int, node>::pair<unsigned int const&, node&, (bool)1>(unsigned int const&&&, node&&&)                                                                                                                                                                                                                                                                                                                   stl_pair.h      0x45ca7d     
__futex_wait                                                                                                                                                       0.110s                       0s              0.110s                                           0.110s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     __futex_wait                                                                                                                                                                                                                                                                                                                                                                                                               futex.h         0x2061d      
std::operator<<<std::char_traits<char>>                                                                                                                            0.110s                   0.110s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)                                                                                                                                                                                                                                                                                                                    ostream         0x44250b     
std::operator<<<std::char_traits<char>>                                                                                                                            0.110s                   0.110s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)                                                                                                                                                                                                                                                                                                                    ostream         0x4423c1     
std::map<unsigned int const, node, std::less<unsigned int const>, std::allocator<std::pair<unsigned int const, node>>>::operator[]                                 0.110s                   0.110s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::map<unsigned int const, node, std::less<unsigned int const>, std::allocator<std::pair<unsigned int const, node>>>::operator[](unsigned int const&)                                                                                                                                                                                                                                                                    stl_map.h       0x45c3b0     
tVect::operator*                                                                                                                                                   0.100s                   0.100s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::operator*(double const&) const                                                                                                                                                                                                                                                                                                                                                                                      myvector.inl    0x4421e4     
std::vector<node*, std::allocator<node*>>::erase                                                                                                                   0.100s                   0.100s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::vector<node*, std::allocator<node*>>::erase(__gnu_cxx::__normal_iterator<node* const*, std::vector<node*, std::allocator<node*>>>)                                                                                                                                                                                                                                                                                    stl_vector.h    0x462dad     
gomp_finish_task                                                                                                                                                   0.100s                   0.040s                  0s                                               0s                                  0s                        0s                  0.060s                           0.060s                                 0s                                0s                              0s                            0s  libgomp.so.1     gomp_finish_task                                                                                                                                                                                                                                                                                                                                                                                                           libgomp.h       0x1ddca      
std::vector<int, std::allocator<int>>::operator[]                                                                                                                  0.100s                   0.100s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::vector<int, std::allocator<int>>::operator[](unsigned long)                                                                                                                                                                                                                                                                                                                                                           stl_vector.h    0x45c192     
node::setEquilibrium                                                                                                                                               0.090s                   0.090s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           node::setEquilibrium(tVect const&, double const&, tVect const&)                                                                                                                                                                                                                                                                                                                                                            node.cpp        0x463ce0     
std::operator<<<std::char_traits<char>>                                                                                                                            0.090s                   0.090s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)                                                                                                                                                                                                                                                                                                                    ostream         0x442553     
func@0x4038b0                                                                                                                                                      0.090s                   0.090s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           func@0x4038b0                                                                                                                                                                                                                                                                                                                                                                                                              [Unknown]       0x4038b0     
std::operator<<<std::char_traits<char>>                                                                                                                            0.090s                   0.090s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)                                                                                                                                                                                                                                                                                                                    ostream         0x442221     
std::operator<<<std::char_traits<char>>                                                                                                                            0.090s                   0.090s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)                                                                                                                                                                                                                                                                                                                    ostream         0x44252e     
std::operator<<<std::char_traits<char>>                                                                                                                            0.090s                   0.090s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)                                                                                                                                                                                                                                                                                                                    ostream         0x4422de     
std::map<unsigned int const, node, std::less<unsigned int const>, std::allocator<std::pair<unsigned int const, node>>>::operator[]                                 0.090s                   0.090s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::map<unsigned int const, node, std::less<unsigned int const>, std::allocator<std::pair<unsigned int const, node>>>::operator[](unsigned int const&)                                                                                                                                                                                                                                                                    stl_map.h       0x462fb4     
GOMP_parallel                                                                                                                                                      0.080s                   0.080s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     GOMP_parallel                                                                                                                                                                                                                                                                                                                                                                                                              parallel.c      0x15050      
tVect::norm2                                                                                                                                                       0.080s                   0.080s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::norm2(void) const                                                                                                                                                                                                                                                                                                                                                                                                   myvector.inl    0x4399a3     
func@0x403120                                                                                                                                                      0.080s                   0.080s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           func@0x403120                                                                                                                                                                                                                                                                                                                                                                                                              [Unknown]       0x403120     
std::vector<node*, std::allocator<node*>>::push_back                                                                                                               0.070s                   0.070s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::vector<node*, std::allocator<node*>>::push_back(node* const&)                                                                                                                                                                                                                                                                                                                                                         stl_vector.h    0x463258     
std::map<unsigned int const, node, std::less<unsigned int const>, std::allocator<std::pair<unsigned int const, node>>>::count                                      0.070s                   0.070s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::map<unsigned int const, node, std::less<unsigned int const>, std::allocator<std::pair<unsigned int const, node>>>::count(unsigned int const&) const                                                                                                                                                                                                                                                                   stl_map.h       0x45d24b     
std::operator<<<std::char_traits<char>>                                                                                                                            0.070s                   0.070s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)                                                                                                                                                                                                                                                                                                                    ostream         0x4426f2     
std::vector<node*, std::allocator<node*>>::size                                                                                                                    0.070s                   0.070s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::vector<node*, std::allocator<node*>>::size(void) const                                                                                                                                                                                                                                                                                                                                                                stl_vector.h    0x463142     
std::map<unsigned int const, node, std::less<unsigned int const>, std::allocator<std::pair<unsigned int const, node>>>::count                                      0.070s                   0.070s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::map<unsigned int const, node, std::less<unsigned int const>, std::allocator<std::pair<unsigned int const, node>>>::count(unsigned int const&) const                                                                                                                                                                                                                                                                   stl_map.h       0x45d4e1     
std::operator<<<std::char_traits<char>>                                                                                                                            0.070s                   0.070s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)                                                                                                                                                                                                                                                                                                                    ostream         0x442341     
gomp_work_share_start                                                                                                                                              0.070s                   0.070s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     gomp_work_share_start                                                                                                                                                                                                                                                                                                                                                                                                      work.c          0x1f7f0      
__memmove_ssse3_back                                                                                                                                               0.061s                   0.061s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libc.so.6        __memmove_ssse3_back                                                                                                                                                                                                                                                                                                                                                                                                       [Unknown]       0x15a210     
operator*                                                                                                                                                          0.060s                   0.060s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           operator*(double const&, tVect const&)                                                                                                                                                                                                                                                                                                                                                                                     myvector.inl    0x464942     
std::operator<<<std::char_traits<char>>                                                                                                                            0.060s                   0.060s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)                                                                                                                                                                                                                                                                                                                    ostream         0x442269     
std::operator<<<std::char_traits<char>>                                                                                                                            0.060s                   0.060s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::operator<<<std::char_traits<char>>(std::basic_ostream<char, std::char_traits<char>>&, char const*)                                                                                                                                                                                                                                                                                                                    ostream         0x442420     
tVect::operator*                                                                                                                                                   0.060s                   0.060s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::operator*(double const&) const                                                                                                                                                                                                                                                                                                                                                                                      myvector.inl    0x43a318     
operator*                                                                                                                                                          0.060s                   0.060s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           operator*(double const&, tVect const&)                                                                                                                                                                                                                                                                                                                                                                                     myvector.inl    0x43c43a     
__futex_wait                                                                                                                                                       0.060s                       0s              0.060s                                           0.060s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgomp.so.1     __futex_wait                                                                                                                                                                                                                                                                                                                                                                                                               futex.h         0x207ce      
node::copy                                                                                                                                                         0.050s                   0.050s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           node::copy(node const*&)                                                                                                                                                                                                                                                                                                                                                                                                   node.cpp        0x463bb0     
tVect::operator+                                                                                                                                                   0.050s                   0.050s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           tVect::operator+(tVect const&) const                                                                                                                                                                                                                                                                                                                                                                                       myvector.inl    0x464920     
std::vector<node*, std::allocator<node*>>::operator[]                                                                                                              0.050s                   0.050s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  hybird           std::vector<node*, std::allocator<node*>>::operator[](unsigned long)                                                                                                                                                                                                                                                                                                                                                       stl_vector.h    0x462d70     
